tweet_id,sentiment,content
1963544828,sadness,Why is it that &quot;shipping &amp; handleing&quot; are soooo expensive??? It is more than 50% of my entire order! Not ordering yet.
1963544918,worry,"Just fell asleep for 2 &amp; 1/2 hours so missed both chances for first-look Hollyoaks, ugh"
1963544992,happiness,"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food."
1963545009,worry,"@jennifalconer I haven't heard Greg before I'm scared , I've heard he's rather freaky  x"
1963545053,worry,@cln0103    hope all is ok.
1963545105,worry,@punkpolkadots ya i suppose so...wish i cud hv thm bk
1963545290,neutral,I'm not a fan of all day trainings I Novi. I'm one sleepy girl.
1963545365,worry,healthy food is NOT helping my hangover
1963545380,worry,Aww man. @Wired arrived. How-To Guide-less
1963545452,relief,Ooooh Kay! Its time for me to stop twitterin and get going...
1963545614,love,"@charmmydoll I will take pics soon :] Also, I would hang out with you everyday if we lived near each other"
1963545638,neutral,when do the stars come out??
1963545818,worry,@KaarinE Me too I need the sudden urge to do it. Missing the Diplomat title
1963545872,sadness,"Wishing I could go with @boulderdiaries to SoCo to go climb, instead I'm stuck at work all weekend"
1963545918,worry,@KMC1121 lol... im going to log off for about an hr lolz b4 I lose more followers  keep the #NOFAKERY movement going!
1963547047,neutral,"Well, #Evernote is giving away Wireless SD cards 4 fllwng thm on twitter &amp; tweeting abt #evernote_eyefi But US/CAN only  http://tr.im/mPxn"
1963547396,love,Mmm someone come havelunch with me
1963547671,neutral,@Lynsay mine wont turn on
1963547757,worry,"@minneappler I'm all out of life preservers, sorry   But if it's any consolation, you're in for something really special tomorrow."
1963548301,neutral,On way home tonight I saw a newspaper headline 'Susan Boyle quits....' surely not true
1963548540,empty,@shelbyelizabeth hasn't shipped yet  I won't get over there until at least 7. I'll call you.
1963548570,sadness,"lunch break's over, going back to work...."
1963548851,enthusiasm,@ZuriEventsLLC aww I wish the same thing...
1963548864,worry,@rachaelblogs Good for you Rachel.  I have nowt
1963548888,sadness,MediaTemple (mt) has awful FTP service
1963548913,fun,@xraquelx No sleepover tonight
1963549058,worry,@keylahtia yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck
1963549094,worry,"@bradleemeredith Awwwww, i'm sorry"
1963550021,happiness,massive headache  going to see terminator tonight!
1963550432,worry,@lell I live here and I don't see all these great things
1963550578,worry,a bit worried...
1963550966,worry,I have one less follower  That makes me sad and I feel like my life is dull and uninteresting.
1963551015,boredom,"Very bored. All day, no one 2 talk 2. Missing my BF (and his kisses). Hols almost over,  don't wanna go back 2 skool."
1963551275,worry,@Anjeebaby @aileenwilliams Please don't get me watching BB too
1963551909,worry,My 89 year old grandma in Chicago is having emergency surgery today....
1963552267,sadness,wtf come i need this day to go by
1963552290,sadness,Ooh hayfever has struck..thought I was going to avoid it this year but nooo!  Remedies anyone...?
1963552306,sadness,": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new"
1963552339,happiness,Watch Jay Leno tonite!!!  It's his last day as the Tonight Show Host
1963552377,worry,is still pretty depressed about losing her hello kitty necklace
1963552412,sadness,Okay gots to go and now for the first time since it started will miss the Block Party on @retrorewind
1963552971,surprise,My son's first tooth came out but he left it at school
1963553113,sadness,watching Army Wives and it always makes me cry
1963553451,happiness,Symantec Ghost image corruption is making me cry
1963553724,worry,I'm getting me &amp; my family ready for Kaylee's graduation! It's gonna make me so sad.
1963553760,worry,@capcomms It was BuckFast. Brain just went blank
1963561468,surprise,@Mellecita oh nice! i'm jealous!! i don't know what i am going to do when they are all gone!
1963562069,fun,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.
1963562358,worry,@thankthatstar i have to tell you that i accidentally screwed up the layout of the lautner_daily community
1963562459,boredom,is stuck in traffic
1963562590,neutral,@marieeeeah yeeaaahh! even though i suck at twittering
1963562862,anger,"Grabbing a snack and a drink at chili's, but the power just went out. Before I got my food!"
1963563241,neutral,Its cloudy outside
1963563694,neutral,@wilw  I remember those days. I wasn't a big fan of Wesley but I really felt for you as a youngster dealing with all that. But you WON!
1963563699,fun,getting ready to babysit
1963563723,worry,"@AskCarrieLee CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun!"
1963563889,relief,finally home and enjoying the rest of my day. Azongo and I are having a smoke-fest! woot! #mmot miss my @MorganLeigh321
1963563921,worry,@barmak9 Shiraz event was in an 'anti-bahai' center.not in a mosque or in election campaign.Sadly children wr involved in zahedan
1963563964,hate,"cold,so cold fuck!"
1963564091,love,"@love_Jamie How are ya, honey? What happend to @LarissaBootz account  ?"
1963564125,sadness,I'm german i think i should be able to go to germany for free whenever i want...plz
1963564126,happiness,"@Kat_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
1963564442,hate,@RawrEli Aww that sucks
1963564610,empty,have no line bi-focals for over 3 yrs now. End up taking glasses off to read close up.
1963564673,worry,Still can't find my id and is going to be very VERY upset if I can't go out with my deltas tonight
1963564770,surprise,Tom is back in town
1963565183,worry,"@tommcfly you and the guys should come down here, we are fucking freezing out here!"
1963565198,hate,Fkkk at the nurses coughing up my lungs
1963565598,sadness,It`s such a romantic novel!! I cried in the end  Now I`m going to bed. I`m so tired.
1963565610,happiness,ughhh. i think my plans are ruined. i was excited too.
1963565636,worry,omfg. one of the worst days ever!
1963565798,worry,"no viewers  and and @steff_blehh, did you block me on skype?"
1963566018,worry,What happened to the weather??
1963566188,sadness,Not happy
1963566723,neutral,acho que vou ver roupinhas goticas  -qqq
1963567246,neutral,"I was going to visit my sister today, but she's grumpy.  I'll just chill at home with the family and visit her tomorrow."
1963567548,happiness,this week of mine was not easy!  but finally it's over! (:
1963567958,fun,NEW YORK DOLLS TOMORROW NIGHT @ THE DEPOT CANCELLED   REFUNDS AVAILABLE AT POINT OF PURCHASE.
1963568098,neutral,@Flesheater what happened to @sodarnhappy? where did she go?
1963568410,neutral,"@Kirstyy09xX I didn't see Tuesdays, I was at work"
1963568947,worry,@tobiefysh I really haven't got the hang of these hash tags have I?
1963569083,love,i'm listening butterfly fly away  daddy i lov u mamma i lov ya
1963569109,hate,ok so this eye doctor guy is taking forever and i'm sitting in a cold room by myself...what? A jerk!
1963569137,sadness,"@JhonenV I need horror to be lovecraftian actually, not enough weird horror movies."
1963569138,empty,@TreeinCally  He's got adjusting his mate's online shop... Zzzzzzzzzzzzzzz... Boring...
1963569465,fun,@tommcfly why you will so little time in rio de janeiro? forgive babelfish!
1963569628,happiness,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3
1963569748,neutral,@Clubpenguinfan3 I guess that boner story isn't so funny I've had TONS of boner moments like that unfourtantly
1963569786,worry,Looks like it's going to be a upset for Venus
1963569886,neutral,Need something to do... AH! I'm gonna go have ice cream... then water the plants  then get ready for softball!!! I HAVE A PLAN!!!!!
1963569951,love,"@crpitt    I am sending healthy, healing thoughts in the mumborg's direction."
1963569983,hate,@methodphoto I think you need to define what you mean by 'clue'. Won't be at WWDC this year
1963570094,happiness,New York from 1500ft looks rather good. Last night in the Big Apple.
1963570143,sadness,the BEST day ever. I met the greatest 10 year olds. but i will never see them again.. AHH. i'll miss them (i saw them 1 hour xD) SAD
1963570147,surprise,@QuiMo No happy hour in CCP eithah that's 2 bad
1963570164,hate,"@gillian9 Aww, I had one yesterday, they suck"
1963570489,happiness,"@BellaBKNY Thanks for your support as I kept updating, it helps"
1963570692,neutral,"I just got back from lunch at Rick &amp; Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt."
1963570842,neutral,@iconermaddyct I wish I could get twitter to upload my background of M
1963571371,worry,@FionaKyle didn't have my camera with me  totally regretting it now!
1963571576,love,@anrserge addict? Me? Okay I admit I need help  BUT... I have been writing hits big bro. I really really have *smile*
1963571717,worry,Ummm. My kid just said &quot;fucker&quot; .. Like minutes before his gparents are due to show. Everyone knows it's his mom with the potty mouth
1963572363,sadness,"finally friday , but still grounded till next thursday    -- stereos = life &lt;333"
1963572463,worry,"Internet, you were so fast! And now you are so slow! Where did the fast connection go?"
1963572496,worry,needs to get over this fever grrrrr....
1963572721,neutral,@Dingo which case? I got a new one last week and I'm not thrilled at all with mine.
1963572788,sadness,"@jennafletch at freddies having a cotch and LADYHAWKE is here, just missing you my bajan beauty"
1963572895,sadness,still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus
1963573292,relief,Time to head back home. My business here is done.
1963573583,sadness,@Leod_UK Argh Twitter didnt post my replies and tweets for ages  Aint up to much just enjoying the sun!
1963573706,fun,Watch Jay Leno tonite!!!  It's his last day as the Tonite Show Host and  Late Nite Leader
1963573741,sadness,@KristinDaMama I work for Disney...not all it's cracked up ta be.
1963573762,worry,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!)
1963574025,surprise,@nessalh boo... i was hoping for a fake alien story with a tinfoil covered beachball photo
1963574098,sadness,"@roseCHARLOTTE oh my gosh!!! Tomorrow AS WELL!!!????!!!?!?!? God you're lucky, I might have to put it off for yet ANOTHER week"
1963574189,surprise,Burnt from the lake
1963574358,worry,Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol
1963574394,hate,This weather sucksss
1963574474,neutral,@cristnabls I totally agree! And there's no way to avoid it
1963578729,sadness,Off to the bank
1963578804,worry,@TeeRibbzz ok Mr. Man help me out with some followers.....  PLEASEEEEEEEE
1963579046,worry,"1 week post my&quot;horrible, traumatic jumping cholla accident.&quot;-cholla's next dirty trick:pieces are starting to emerge from my hand! Ouch!"
1963579448,sadness,im not happy   my ipod or laptop dont know whih but one has decided to refuse to let me sync my songs :'( how can i live without it :/
1963579631,sadness,fell down while holdin kales hand today...I hurt my foot &amp; he bruised his forehead  im such a klutz!
1963579684,sadness,@rpulse I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure
1963579719,love,"@electra Wow Christa, that's incredibly sweeeet! Me want one 2  !!!  If you get a sec, check out my app for merch asst ... I RULE!  LOL!!!"
1963579863,worry,35 hours in the sun=rash
1963579918,neutral,@mutualexcrement And I fell asleep 10 minutes into the Saget roast.
1963580020,worry,"@Mr_Kimbalicious Lol! I was just walking  I think its all the polish I used while cleaning earlier, its made the floor slippery!"
1963580660,hate,@kmrasmussen nah. How it sucks to wear a suit and how the temp goes up 10 degrees when someone sits next to you
1963581088,worry,home from work today.....son is sick
1963581258,sadness,"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl..."
1963581314,surprise,"Home from Jack's now, can't say I'm too happy about that either"
1963581344,sadness,@gailmoscoso oo noo thats not good
1963581715,worry,the weekend is about to begin! Got an idea for a project that I think would be cool -- just not sure I've got the time for it right now.
1963581977,sadness,"feeling bad for Daisy, she cries in every episode       i watch waaaaay too much tv"
1963581999,sadness,I lost a follower  oh well probably one of those mute ones anyway.
1963582277,enthusiasm,last day of work  ...but everyone is making it so great!
1963582460,neutral,@microautoe  One more day baby.
1963582725,sadness,I've been dead the past 2 days...the flu sucks
1963582751,worry,urban think fail. chai latte is not good there
1963583023,happiness,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though
1963583321,sadness,@skinnermike I told that joke onstage at Butlins in 1991. One person laughed. Scarred for life at 8
1963583515,neutral,@remiransom i wanted to see that.  enjoy it!
1963583565,neutral,@leztah The dayem computer  #twpp
1963583612,empty,"63 days of summer holiday left, and they are going way too slow! When will school get here???"
1963583975,happiness,Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE
1963584101,surprise,lost my tooth 2day whilst i was eating gum...oww
1963584992,neutral,i just found a crack in my baking bowl...milk spilled everywhere
1963585709,neutral,@jess_lokelani  i have no idea!
1963585734,worry,"@melissa_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts"
1963585864,worry,back from dinner w. my family. i'm not meeting christine anymore  sunny weather tomorrow and a day out &amp; about. i want red bull!
1963586510,empty,@YoungQ  ahhhh it won't let me watch the video on my phone
1963586602,fun,someones dead on army wives. Dad just laughed and Mum got annoyed with him. I wanna watch Britains Got Talent
1963586744,worry,@Bwadoo that doesnt look good at all.
1963587139,worry,is gaining weight.  rather
1963587393,worry,I lost my artistic abilities
1963587400,neutral,love how dad said he'd be ready to go at like 3:15 and it's now 4pm and I'm still working.
1963587469,worry,"My jeans that were once two inches too long are now about five inches too long. Holy cow, am I getting shorter?!?"
1963587536,worry,I miss my 8703
1963587689,surprise,wondering if my local Borders is going to make it. Lots of bare shelves... It makes me sad
1963588199,neutral,i miss our walks home together
1963588212,surprise,Waaah! Masseuse is fully booked. No shoulder rub today.
1963588265,neutral,"Photovia novusnovendo) ï¿½o_0ï¿½*giggles*ï¿½who am i kidding? heï¿½s probably gay  but def my type, hey now! http://tumblr.com/x2k1wgbpm"
1963588292,love,"met a cute girl at mighty taco.I'm ordering(no cheese, no sour cream, etc)&amp; she's like&quot;it's ok, I'm Vegan too!&quot;(insert hot wink)too young"
1963588441,worry,@Emma300 Guess I'd better look out for a new best friend once those VIP tickets have been used! You won't want me anymore!
1963588805,worry,shout out to all the people goin to prom &amp; iish &quot;damn i kinda miss high school&quot;
1963588935,worry,"Back from a very boring 20-20 cricket match in Canterbury. It's supposed to be big hitting, but there was only one 6. Shame"
1963588952,worry,I'm so sad that Cage on Daisy of Love went home this week  him crying made me tear up a bit..
1963589187,surprise,"Whenever, whever, sarah's in dc all summer  and sure!"
1963589215,neutral,@DarkDevilM  what's wrong
1963589370,neutral,No tourney 'til next weekend =   http://bit.ly/2xDPf
1963590005,sadness,@AsaCavalli wish I was there wit you. Some other friend of mine r down there as well.  This weekend I'll be working
1963590233,neutral,@DuchessAmy don't cut yourself!!
1963590825,worry,puppy I wanted was adopted yesterday  I guess my dogs don't get a little brother anytime soon. but at least he isn't in a shelter now
1963590827,neutral,Just got stung by nettles lol in about 3 fingers  and I mean come on that dude with the apples needed to step it up a notch!
1963592079,fun,"@Big_Jim I so much want to see the screen adaptation of Kick Ass, but once i found out Nick cage was in it, my heart sank"
1963592192,worry,"If you followed us recently, PLEASE dont be offended that we haven't followed back. We hit our limit.   Hopefully we will be free soon."
1963592585,fun,@MichelleVo omgggg!! Hawaii!! That's amazing!! I wanna live there
1963592742,enthusiasm,http://twitpic.com/67bpd - This store at the airport is as close as we'll get to WDW during this trip.
1963593339,surprise,@michvs i wanna go home  x
1963593403,happiness,Having dinner at the crown at south moreton with David and a stroppy teenager
1963593617,worry,@mileycyrus http://twitpic.com/5kahh - omg i read Night in english class! so sad
1963593925,neutral,Hoping the day gets better now
1963593953,neutral,Doctor Who has finished
1963594295,worry,never trust someone else's battery operated power tools when you're in a hurry
1963594527,sadness,Oh I'm really tired of these migraines! #Endometriosis &amp; #Fibromyalgia &amp; #Migraines &amp; sleep probs just compoundin ea other since surgery
1963594646,neutral,babysitting kids who won't let me play wii with them
1963594795,sadness,"@BIOSShadow I'm not going, sadly.  Maybe next year, eh?"
1963595381,neutral,@CinderellaCaro j'ai pas vu passer ton ReBlip annoncï¿½ de *Pump Up The Jam*....    pb d'adresse URL ?
1963595937,worry,my sunburn hurts
1963596370,worry,@tommcfly say a hi to me tom  please please
1963596883,worry,Nobody's home tonight. Except me. Alone. Sigh. Oh how I wish @MysteriousLover was here
1963596992,neutral,"Boa tarde, chegay"
1963597199,neutral,@H60DSTABOY yeeeeemp  same time like yesterday
1963597290,neutral,Work time....
1963597348,neutral,"@DawnChamberlin no, def rubbish tonight"
1963597385,sadness,not feeling too great today
1963597465,happiness,looking at this website!! should be working!!
1963597514,sadness,@dutchcowboys Huh... PR from 5 to 2..?
1963597582,worry,where is my melly belly when i need her ?
1963598246,worry,"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped."
1963598578,love,@scotlanded It is! Wish there was one in our area.
1963598800,empty,@PinkTribble I do not consider myself to be an estate agent
1963599163,happiness,@lvlyfairygrl i would say no bc its so overcast  but if it gets sunny again then yes!
1963599538,sadness,"@tommcfly hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show"
1963599556,worry,@brookeburke i found out that there's sushi with fake crab meat and it's not good for you
1963599658,worry,Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out
1963600077,worry,My graduation day... And i feel like a failure...
1963600171,neutral,I only have 2 more seasons of X-Files to watch
1963600261,worry,@Littleradge shit your in trouble now  why don't you try with one of those companys that buys your house for you
1963600587,surprise,@_chellebelle_ hey! aww i cnt view it in the UK they're blocked  what it it??x
1963600874,hate,Musem equaled FAIL!!!!! hall of fucking life was closed cause of construction
1963601180,neutral,Is up way to early for a saturday  though its nearly my weekend!
1963601381,neutral,Yah me too
1963601475,boredom,Man i am being boring today not tweeting  How are you guys?
1963601955,sadness,i wish mum hadn't spent forever talking to me so i could call my kiera later &gt;.&lt;. i don't have much time left now though
1963601957,worry,"@ddeeaannnnaa89 already did... index finger, left hand... still bleeding, hurts pretty bad. I hate being clumsy"
1963602412,sadness,"Has work very, very soon. Way too soon!"
1963602530,neutral,My belly is speaking to me! I need food!
1963602883,neutral,@FamousRejects OmG U NasTY
1963603159,neutral,"OH NOES! My XBox 360 badge holder BROKE  in Bellevue, WA http://loopt.us/CjN5vA.t"
1963603233,happiness,@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house
1963603381,worry,@shadowcall I'm sorry to hear that.
1963603407,sadness,"@jgooden When you put it that way... it doesn't make much sense, does it?    ROTFL!!"
1963603475,sadness,Listening to Hey Zulu - Red n' Meth. Sux to be at work right now
1963603623,hate,Why are CDs in HMV so overpriced? ï¿½12.99 for @billyraycyrus? I hate having no money
1963603862,empty,"A singing girl. Talented, yeah. Good to complain about? No"
1963604236,neutral,I have clocked out for possibly my last time at Northview Middle School.
1963604429,love,@BugJemm  not for too long I hope x
1963604460,sadness,I've experienced apathy over empathy in customer service situations too many times recently.
1963605132,sadness,@RaptorsForum Sigh... you know I am...
1963605655,worry,"@LindseyJaffe Loved the shoutout on TweetHampton, congrats!! Hope you're feeling better, i missed you last weekend"
1963605675,sadness,Missed the UPS guy again! Ugh so sad  But i got some cool stuff today that i'm super excited about! And looking forward to tonight too
1963605929,worry,ugh i need a job but no one is hiring
1963605975,worry,"oh my gosh  this is the hardest decision of my life! who do i chose? Jonas or Green Day,ugh"
1963606061,hate,@tommcfly you didn't come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that's boring
1963606548,neutral,"I want to go shopping tomorrow, but I have to work  Buy me things, you know you want to!"
1963606664,worry,I ran out of white and yellow oil paint   I may have to add &quot;Utrecht run&quot; to my list.
1963606870,neutral,Must head back to the office
1963606976,neutral,im away from the comp....  ill be back later
1963607255,worry,"Its not looking too good outside  if this continues, i feel a movie night coming on..."
1963607497,happiness,I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.
1963607663,neutral,@pd1ddee i havent got a call
1963607862,sadness,@CreationsWHeart Ive been wanting 2 but will be gone 4 2 mo. &amp; have to close my shops!
1963608177,anger,@playspymaster I want an invite - sick of seeing all these links for people playing and being left out
1963608199,sadness,"Finally feels like a nice summer day, and I'm feeling sick"
1963608419,surprise,"I got so much gray hair all of a sudden.  I just ordered me some Garnier Roasted Coffee from drugstore.com, well see how that goes."
1963608451,neutral,Getting ready to ship a care package to the daughter. She's not coming home this summer from college
1963608548,worry,walking back 2 wk. Its a beautiful day. had 2 njoy it b4 it rains
1963608695,hate,"oh no, gotta fillout more paperwork for my new job, daayum, this is going to take a while!"
1963608766,relief,With bff @love_chrissy22 glad she got that dog out of here lol my stomatch hurts
1963608827,surprise,arghh ! i feel like a lobster ! sunburn hurts
1963608834,sadness,"found a swing set for sale 2 blocks from home, super cheap. I want it 4 my kids but no one is answering the phone # listed"
1963609008,worry,@Beadz2Pleaz I think I might get some of that today.  My throat is killing me! It feels like it's in my lungs
1963609230,sadness,I miss Heroes already  Come one fall!
1963609364,anger,#thingsmummysaid my mummy told me she never wnted to be my mummy ever again  so i live wid my dad i think ?? it all confusing
1963609374,neutral,aha exams starts tomorrow i know i've been a tweet freak but won't be able to do anything till the end of it  see u all by then
1963609625,worry,@itsjustgoldie Why are you insulting me? What did I do to you?
1963609762,neutral,back from exmouth
1963609905,hate,depressed; my best friends pissed @ me
1963610228,worry,Can't believe those idiots buzzed out the juggler.
1963610511,surprise,@Nunzio_Bruno what question? oh I'm not around tonight...
1963610626,sadness,All my spare time seems 'twill be spent doing homework this weekend.
1963610782,worry,3 tweeets {:    FGS tweekdeckkk hates me  -cryyyy
1963610822,neutral,#bgt not the best song for her
1963640875,worry,Poor Lil J-Man has a fever. I can't wait to go home and hold the little man!
1963640956,relief,I had my hair in a messy ponytail all day &amp; I took it out just now and it looks really nice (: but still messy
1963641229,love,Wow one of the nicest patients I've ever had! He's being deplyod to falouga-Iraq n-week
1963641275,neutral,@SEOGoddess thanks I'll check it out! i'll be staying a Thursday night though
1963641360,neutral,Same old customer service team member
1963641405,fun,OMG that little girl on BGT!!!!!!!!
1963641445,love,@petsaretalking this kitteh likes going in front... or behind... or to the side...of the box.
1963641558,sadness,I'm feeling so frustrated...I just can't get things to work!!
1963641711,worry,"I fat-fingered the Coke machine, so I am drinking a Diet Pepsi instead of a Diet Dr. Pepper.   I wish the machine used error correction!"
1963641758,worry,Done with the Missourian for the day. No call back from Sturtz...
1963642332,surprise,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.
1963642518,sadness,Ewwwy. Just did campus cleanup for community service.
1963642601,relief,Oh gosh how I want the party to be over and done with already.
1963642746,sadness,@gfalcone601 that little girl on BGT! how sad! i cried  lol xxxxxxxxxxxxxxxxxxx
1963642961,sadness,@NathalieCaron I ended up not going because my left knee is killing me.  I think I pushed myself too much yesterday
1963643352,worry,"SMH!!!! Im sick with this bug that's going around..Almost everyone I know is sick, including me..."
1963643610,worry,"@H0TCOMMODITY thanks, u 2!!! Idk if Im going or not... I don't feel like getting all dress up and doing my hair!!!  LOL"
1963643799,enthusiasm,@eedawson It's not gonna storm!  because I said so!
1963644061,relief,not doing relay  oh well.
1963644152,sadness,Please don't vote for her out of sympathy!  #BGT
1963644271,worry,awwww bless her  she needs another chance.
1963644401,sadness,aw that wee lassie made me cry  tears streamin doon ma face lol thats a wee shame x
1963644458,hate,On the subject of frosty beer - My bloody fridge has conked and my beer is warm
1963644710,relief,Officially drugged up and taking a nap. Allergies ain't no joke. Never had them this bad since two days ago.
1963645602,worry,My beautiful lil cousin @SjFindlator is going to prom today...SAD  I can't be there..but I know shes gonna look BEAUTIFUL as always...
1963645619,worry,@ArsenalSarah she lookd soo freaked out!!poor wee thing
1963645665,sadness,"Sitting watching britain's got f all talent, but have watched a small girl cry and it's sad"
1963645711,fun,I want it to be summer. NOW. why is it sprinkling STILL!?!?
1963645791,worry,Stupid sun i  actually have to work now
1963645883,hate,argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt
1963646055,happiness,Being followed by compliance.  Great.   Have to watch what I say now.
1963646284,worry,Now Im crying....  Poor thing..
1963646354,worry,Ouch just burned myself making soup for nico...
1963646676,happiness,@beeank haha its awesome i always have to use it when i eat
1963647537,love,awww holly  shes so cute! i hope they let her sing again!
1963647690,empty,Woke up... cleaned... Aunt Emmas... Walmart.. Commissary... Now its time for a nap!!!.. then off to work
1963647877,happiness,she made my sister cry too hahah. bless her.  i hope she can do it again.
1963648054,worry,@brenna_boo jealous  can you add 'and I really wish nicole was here..but we all know what she's really doing' to that tweet?
1963648071,neutral,@Lint1 No  Have you? And what's your favorite RHCP song?
1963648079,neutral,"@unscriptable yes, at an upgraded consumption rate, too"
1963648090,worry,@zanzoon omg!! I saw something about a flood in your area on the news... be careful zaina
1963648265,love,"dad wants the computer, so I'd best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz"
1963648293,worry,"aww i can't believe that wee girl on bgt was crying, it was so sad"
1963648317,worry,@dylanxtra my fly? but but but he was driving me insane  aw you made me feel bad now
1963648349,sadness,Bless the little girl on BGT!
1963648518,neutral,@tommcfly do you remember my spok-5?
1963648792,happiness,@blooddrunk SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston
1963648878,worry,Aww Holly Steel ... Dont cry
1963648963,worry,"@sheagunther Damn, I'd be interested in working with Care2, but I don't live in SF anymore"
1963649102,neutral,No Westin discounts?  @AnimeExpo Anime Expoï¿½ 2009 Provides Additional Discounts for Hotels: http://anime-expo.org/?p=2396
1963649184,hate,enjoying a fresh mango bubble-tea slush   but still at work
1963649306,neutral,awww bless her. she made me cry
1963649366,neutral,@skagod69 one of the usual 2.
1963649375,worry,"@shoesandbooks Lucky you I have to wear a name tag  I feel like x-mass tree when I work Tag, Keys cliped on belt and ad's aroud my neck"
1963649741,love,awwww!  i love simon being bossy &quot;we'll find the time somewhere&quot;
1963649855,surprise,just got news that one of our good friends grams passed away.She was strong as a horse. You never know what tomorrow may hold.
1963649949,neutral,@MyInnerBitch I can't @FakerParis has blocked me.  I can't even request
1963649972,happiness,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge."
1963650021,sadness,@jennwadsworth So sad that schools have to close.
1963650172,hate,I hate that place!
1963650430,worry,@rocked nope i have a fifth generation ipod classic  it likes to be dumb
1963650461,worry,"@djgraham I think @darkmonkey has found it (http://bit.ly/3pj876 , but I can't play it"
1963650591,sadness,"@Jennifalconer how tough was that, just wanted to hug her like my own"
1963650712,worry,Ahhh feel sorry for that little girl  can't watch her crying xx
1963651281,sadness,phone is still blocked only my fav 5 can cll me
1963651426,relief,"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol"
1963651746,worry,"is sick, a congested forehead (its possible) and chest. Achy eyes and back, all I wanna do is sleep the weekend away!"
1963651755,neutral,@emmy_563 'caus eit was school today!!!! I had a big exam...
1963651772,empty,At the pub with the dog but seems to have misplaced friend with drinks
1963651790,worry,@MorningToast Once James Cameron touches something and revolutionizes it... someone else comes along and fucks it up
1963651806,sadness,@tyefighter I had to sell guitar hero with ps3 to fund splitting with ex
1963651814,worry,anyone have a verizon fone i can borrow for the mean time while i get my replacement?
1963651834,neutral,good night..have to get up so early tomorrow
1963651886,love,@mitchelmusso not good you're not comin close to where i love on tour
1963652095,fun,@kayekayekaye Have you met me? (lol) MY MIDDLE NAME IS CREEPY FGS
1963652352,worry,Trying to figure out how to personalize my downloaded Wordpress blog!  Not as easy as I was hoping   Any suggestions?
1963652737,worry,i got in a fight with ryan. now hes like crying and im just dead inside. sigggh
1963700294,worry,@datachick That version is not compatible with Vista.
1963700552,neutral,@19fischi75 ok - thats enough!
1963700587,sadness,@gfalcone601 ino :O i was near crying for her  sometimes i forget that its actually live tv =/ .....am i talkin about the sme thing?:Sxxxx
1963700746,sadness,@Abbyluvsaj nice! I wish twitter would tile mine
1963700804,worry,Yikes. That poor girl on BGT. That was quite hard to watch
1963700837,worry,Cramps . . .
1963701027,sadness,ughhh! this is the third bottle of foundation I've broken
1963701075,worry,First Natalie and now little Holly. This is mean
1963701092,worry,aww i feel so bad for Holly
1963701191,happiness,"omds! holly steel, bless her!  x"
1963701269,worry,why is everyones tweets about britains got talent?! i feel left out
1963701368,worry,@mitchelmusso  i can't call you im from Mexico and i don't know the code
1963701380,love,@gfalcone601 bless her lil socks... think they need to rethink the age thing me
1963701489,sadness,@kezzawezz i want 2 but i dinna hink it'll get shown in elgin n got nae1 2 go with(n)
1963701529,relief,i wanna vote for Miley Cyrus for the mtv movie awards..but i don't know where i could  somebody could send me a link? thaank you &lt;3
